"name","rank","industry","headquarters_state","year","headquarters_city","revenue_percent_change","profits_percent_change","total_shareholder_equity","profit_percent_sales","profit_percent_assets","profit_percent_shareholder_equity","stockholders_equity","profit_as_a_percent_of_sales","profit_as_a_percent_of_assets","profit_as_a_percent_of_shareholder_equity","gained_in_rank","dropped_in_rank","newcomer","profitable","founder_is_ceo","foreign_born_ceo","female_ceo","growth_in_jobs","sector","employees","newcomer_to_the_fortune_500","global_500","best_companies","worlds_most_admired_companies","change_the_world","fastest_growing_companies","change_in_rank_full_1000","change_in_rank_500_only","measure_up","measure_up_rank","profit_mil","asset_mil","revenue_mil","market_value_mil"
"The TJX Companies, Inc.",119,"Specialty Retailers: Apparel","MA",2011,"Framingham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21942.2,
"Emerson Electric Co.",120,"Electronics, Electrical Equipment","MO",2011,"St. Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21866,
"Xerox Corporation",121,"Computers, Office Equipment","CT",2011,"Norwalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21633,
"CIGNA Corporation",122,"Health Care: Insurance and Managed Care","PA",2011,"Philadelphia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21253,
"Alcoa, Inc.",123,"Metals","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21013,
"Fluor Corporation",124,"Engineering & Construction","TX",2011,"Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20849.3,
"Aflac Incorporated",125,"Insurance: Life, Health (Stock)","GA",2011,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20732,
"U.S. Bancorp",126,"Commercial Banks","MN",2011,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20518,
"Nationwide Mutual Insurance Co.",127,"Insurance: Property and Casualty (Stock)","OH",2011,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20265,
"Tesoro Corporation",128,"Petroleum Refining","TX",2011,"San Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20253,
"Occidental Petroleum Corporation",129,"Mining, Crude-Oil Production","CA",2011,"Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19857,
"Kimberly-Clark Corporation",130,"Household and Personal Products","TX",2011,"Irving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19746,
"Bristol-Myers Squibb Company",131,"Pharmaceuticals","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19484,
"Avnet, Inc.",132,"Wholesalers: Electronics and Office Equipment","AZ",2011,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19160.2,
"World Fuel Services Corporation",133,"Wholesalers: Diversified","FL",2011,"Miami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19131.1,
"Capital One Financial Corporation",134,"Commercial Banks","VA",2011,"McLean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19067,
"Nike, Inc.",135,"Apparel","OR",2011,"Beaverton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014,
"Freeport-McMoRan Copper & Gold Inc.",136,"Mining, Crude-Oil Production","AZ",2011,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18982,
"Time Warner Cable Inc.",137,"Telecommunications","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18868,
"Manpower Inc.",138,"Temporary Help","WI",2011,"Milwaukee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18866.5,
"The Goodyear Tire & Rubber Company",139,"Motor Vehicles & Parts","OH",2011,"Akron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18832,
"Arrow Electronics, Inc",140,"Wholesalers: Electronics and Office Equipment","NY",2011,"Melville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18744.7,
"Exelon Corporation",141,"Utilities: Gas and Electric","IL",2011,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18644,
"Kohl's Corporation",142,"General Merchandisers","WI",2011,"Menomonee Falls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18391,
"Whirlpool Corporation",143,"Electronics, Electrical Equipment","MI",2011,"Benton Harbor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18366,
"Halliburton Company",144,"Oil and Gas Equipment, Services","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17973,
"United Services Automobile Association",145,"Insurance: Property and Casualty (Stock)","TX",2011,"San Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17946.1,
"J.C. Penney Company, Inc.",146,"General Merchandisers","TX",2011,"Plano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17759,
"The Southern Company",147,"Utilities: Gas and Electric","GA",2011,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17456,
"United States Steel Corporation",148,"Metals","PA",2011,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17374,
"Ally Financial Inc.",149,"Commercial Banks","MI",2011,"Detroit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17373,
"The AES Corporation",150,"Energy","VA",2011,"Arlington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17138,
"The PNC Financial Services Group Inc.",151,"Commercial Banks","PA",2011,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17096,
"EMC Corporation",152,"Computer Peripherals","MA",2011,"Hopkinton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17015.1,
"Union Pacific Corporation",153,"Railroads","NE",2011,"Omaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16965,
"Altria Group, Inc.",154,"Tobacco","VA",2011,"Richmond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16892,
"Computer Sciences Corporation",155,"Information Technology Services","VA",2011,"Falls Church",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16128,
"Illinois Tool Works Inc.",156,"Industrial Machinery","IL",2011,"Glenview",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15870.4,
"Nucor Corporation",157,"Metals","NC",2011,"Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15844.6,
"Medtronic, Inc.",158,"Medical Products and Equipment","MN",2011,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15817,
"L-3 Communications Holdings, Inc.",159,"Aerospace & Defense","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15680,
"Colgate-Palmolive Company",160,"Household and Personal Products","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15564,
"NextEra Energy, Inc.",161,"Utilities: Gas and Electric","FL",2011,"Juno Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15317,
"Dominion Resources, Inc.",162,"Utilities: Gas and Electric","VA",2011,"Richmond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15264,
"Amgen Inc.",163,"Pharmaceuticals","CA",2011,"Thousand Oaks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15053,
"The Progressive Corporation",164,"Insurance: Property and Casualty (Stock)","OH",2011,"Mayfield Village",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14963.3,
"The Bank of New York Mellon Corporation",165,"Commercial Banks","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14929,
"General Mills, Inc.",166,"Food Consumer Products","MN",2011,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14796.5,
"The Gap, Inc.",167,"Specialty Retailers: Apparel","CA",2011,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14664,
"Loews Corporation",168,"Insurance: Property and Casualty (Stock)","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14621,
"American Electric Power Company, Inc.",169,"Energy","OH",2011,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14427,
"Baker Hughes Incorporated",170,"Oil and Gas Equipment, Services","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14414,
"TRW Automotive Holdings Corp.",171,"Motor Vehicles & Parts","MI",2011,"Livonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14383,
"Constellation Energy Group, Inc.",172,"Energy","MD",2011,"Baltimore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14340,
"Duke Energy Corporation",173,"Utilities: Gas and Electric","NC",2011,"Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14272,
"CBS Corporation",174,"Entertainment","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14059.8,
"Texas Instruments Incorporated",175,"Semiconductors and Other Electronic Components","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13966,
"Toys ""R"" Us, Inc.",176,"Specialty Retailers: Other","NJ",2011,"Wayne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13864,
"PG&E Corporation",177,"Utilities: Gas and Electric","CA",2011,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13841,
"Eaton Corporation",178,"Industrial Machinery","OH",2011,"Cleveland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13715,
"Health Net, Inc.",179,"Health Care: Insurance and Managed Care","CA",2011,"Woodland Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13619.9,
"Viacom Inc.",180,"Entertainment","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13497,
"PPG Industries, Inc.",181,"Chemicals","PA",2011,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13423,
"Jabil Circuit, Inc.",182,"Semiconductors and Other Electronic Components","FL",2011,"St. Petersburg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13409.4,
"FirstEnergy Corp.",183,"Utilities: Gas and Electric","OH",2011,"Akron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339,
"Consolidated Edison, Inc.",184,"Utilities: Gas and Electric","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13325,
"The Chubb Corporation",185,"Insurance: Property and Casualty (Stock)","NJ",2011,"Warren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13319,
"Cummins Inc.",186,"Construction and Farm Machinery","IN",2011,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13226,
"Danaher Corporation",187,"Scientific, Photographic and Control Equipment","DC",2011,"Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13202.6,
"Dollar General Corporation",188,"General Merchandisers","TN",2011,"Goodlettsville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13035,
"Oneok, Inc.",189,"Pipelines","OK",2011,"Tulsa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13030.1,
"Community Health Systems, Inc.",190,"Health Care: Medical Facilities","TN",2011,"Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12986.5,
"Sara Lee Corporation",191,"Food Consumer Products","IL",2011,"Downers Grove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12919,
"Baxter International Inc.",192,"Medical Products and Equipment","IL",2011,"Deerfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12843,
"DISH Network Corporation",193,"Telecommunications","CO",2011,"Englewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12640.7,
"Aramark Corporation",194,"Diversified Outsourcing Services","PA",2011,"Philadelphia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12571.7,
"Omnicom Group Inc.",195,"Advertising, Marketing","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12542.5,
"Waste Management, Inc.",196,"Waste Management","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12515,
"AutoNation, Inc.",197,"Automotive Retailing, Services","FL",2011,"Fort Lauderdale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12501.5,
"Edison International",198,"Utilities: Gas and Electric","CA",2011,"Rosemead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12409,
"Kellogg Company",199,"Food Consumer Products","MI",2011,"Battle Creek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12397,
"ConAgra Foods, Inc.",200,"Food Consumer Products","NE",2011,"Omaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12370.2,
"Public Service Enterprise Group, Inc.",201,"Utilities: Gas and Electric","NJ",2011,"Newark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12195,
"National Oilwell Varco, Inc.",202,"Oil and Gas Equipment, Services","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12156,
"Dean Foods Company",203,"Food Consumer Products","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12149.2,
"Navistar International Corporation",204,"Motor Vehicles & Parts","IL",2011,"Warrenville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12145,
"Southwest Airlines Co.",205,"Airlines","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12104,
"Apache Corporation",206,"Mining, Crude-Oil Production","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12092,
"Lear Corporation",207,"Motor Vehicles & Parts","MI",2011,"Southfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11954.6,
"US Airways Group, Inc.",208,"Airlines","AZ",2011,"Tempe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908,
"Qwest Communications International Inc.",209,"Telecommunications","CO",2011,"Denver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11730,
"Marriott International, Inc.",210,"Hotels, Casinos, Resorts","MD",2011,"Bethesda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11691,
"Office Depot, Inc.",211,"Specialty Retailers: Other","FL",2011,"Boca Raton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11633.1,
"Coventry Health Care, Inc.",212,"Health Care: Insurance and Managed Care","MD",2011,"Bethesda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11587.9,
"Entergy Corporation",213,"Utilities: Gas and Electric","LA",2011,"New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11487.6,
"Yum! Brands, Inc.",214,"Food Services","KY",2011,"Louisville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11343,
"Genuine Parts Company",215,"Wholesalers: Diversified","GA",2011,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11207.6,
"Smithfield Foods, Inc.",216,"Food Production","VA",2011,"Smithfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11202.6,
"ITT Corporation",217,"Aerospace & Defense","NY",2011,"White Plains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11155,
"Land O'Lakes, Inc.",218,"Food Consumer Products","MN",2011,"Arden Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11146.4,
"SAIC, Inc.",219,"Information Technology Services","VA",2011,"McLean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11117,
"BB&T Corporation",220,"Commercial Banks","NC",2011,"Winston-Salem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11072,
"BJ's Wholesale Club, Inc.",221,"Specialty Retailers: Other","MA",2011,"Westborough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11024.8,
"Qualcomm Incorporated",222,"Network and Other Communications Equipment","CA",2011,"San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10991,
"Anadarko Petroleum Corporation",223,"Mining, Crude-Oil Production","TX",2011,"The Woodlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10984,
"Liberty Media Corporation",224,"Internet Services and Retailing","CO",2011,"Englewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10982,
"Marsh & McLennan Companies, Inc.",225,"Diversified Financials","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10931,
"Avon Products, Inc.",226,"Household and Personal Products","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862.8,
"Thermo Fisher Scientific Inc.",227,"Scientific, Photographic and Control Equipment","MA",2011,"Waltham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10788.7,
"Penske Automotive Group, Inc.",228,"Automotive Retailing, Services","MI",2011,"Bloomfield Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10734.4,
"Starbucks Corporation",229,"Food Services","WA",2011,"Seattle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10707.4,
"CSX Corporation",230,"Railroads","FL",2011,"Jacksonville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10636,
"Devon Energy Corporation",231,"Mining, Crude-Oil Production","OK",2011,"Oklahoma City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10633,
"H.J. Heinz Company",232,"Food Consumer Products","PA",2011,"Pittsburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10558,
"Textron Inc.",233,"Aerospace & Defense","RI",2011,"Providence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10525,
"Monsanto Company",234,"Chemicals","MO",2011,"St. Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502,
"Lincoln National Corporation",235,"Insurance: Life, Health (Stock)","PA",2011,"Radnor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10410.5,
"First Data Corporation",236,"Financial Data Services","GA",2011,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10380.4,
"Xcel Energy Inc.",237,"Utilities: Gas and Electric","MN",2011,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10310.9,
"PACCAR Inc",238,"Motor Vehicles & Parts","WA",2011,"Bellevue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10292.9,
"Unum Group",239,"Insurance: Life, Health (Stock)","TN",2011,"Chattanooga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10193.2,
"Progress Energy, Inc.",240,"Utilities: Gas and Electric","NC",2011,"Raleigh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,
"Praxair, Inc.",241,"Chemicals","CT",2011,"Danbury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10116,
"KBR, Inc.",242,"Engineering & Construction","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099,
"Genworth Financial , Inc.",243,"Insurance: Life, Health (Stock)","VA",2011,"Richmond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10089,
"SunTrust Banks, Inc.",244,"Commercial Banks","GA",2011,"Atlanta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10071.7,
"Guardian Life Ins. Co. of America",245,"Insurance: Life, Health (Mutual)","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10050.5,
"Ameriprise Financial, Inc.",246,"Diversified Financials","MN",2011,"Minneapolis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046,
"R.R. Donnelley & Sons Company",247,"Publishing, Printing","IL",2011,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.9,
"Parker-Hannifin Corporation",248,"Industrial Machinery","OH",2011,"Cleveland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9993.2,
"Peter Kiewit Sons', Inc.",249,"Engineering & Construction","NE",2011,"Omaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9938,
"Jacobs Engineering Group Inc.",250,"Engineering & Construction","CA",2011,"Pasadena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9915.5,
"Western Digital Corporation",251,"Computer Peripherals","CA",2011,"Lake Forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9850,
"Oshkosh Corporation",252,"Motor Vehicles & Parts","WI",2011,"Oshkosh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9842.4,
"State Street Corporation",253,"Commercial Banks","MA",2011,"Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9716,
"Nordstrom, Inc.",254,"General Merchandisers","WA",2011,"Seattle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9700,
"Liberty Global, Inc.",255,"Telecommunications","CO",2011,"Englewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667.7,
"KKR & Co. L.P.",256,"Securities","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667.6,
"The Williams Companies, Inc.",257,"Energy","OK",2011,"Tulsa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9616,
"Limited Brands, Inc.",258,"Specialty Retailers: Apparel","OH",2011,"Columbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9613.3,
"Applied Materials, Inc.",259,"Semiconductors and Other Electronic Components","CA",2011,"Santa Clara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9548.7,
"Newmont Mining Corporation",260,"Mining, Crude-Oil Production","CO",2011,"Greenwood Village",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9540,
"Norfolk Southern Corporation",261,"Railroads","VA",2011,"Norfolk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9516,
"GameStop Corp.",262,"Specialty Retailers: Other","TX",2011,"Grapevine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9473.7,
"Chesapeake Energy Corporation",263,"Mining, Crude-Oil Production","OK",2011,"Oklahoma City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9366,
"Huntsman Corporation",264,"Chemicals","UT",2011,"Salt Lake City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9302,
"C. H. Robinson Worldwide, Inc.",265,"Transportation and Logistics","MN",2011,"Eden Prairie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9274.3,
"Tenet Healthcare Corporation",266,"Health Care: Medical Facilities","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9233,
"URS Corporation",267,"Engineering & Construction","CA",2011,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9177.1,
"Principal Financial Group, Inc.",268,"Insurance: Life, Health (Stock)","IA",2011,"Des Moines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9158.6,
"eBay Inc.",269,"Internet Services and Retailing","CA",2011,"San Jose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9156.3,
"Icahn Enterprises L.P.",270,"Motor Vehicles & Parts","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119,
"Air Products & Chemicals, Inc.",271,"Chemicals","PA",2011,"Allentown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9026,
"Ashland Inc.",272,"Chemicals","KY",2011,"Covington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9012,
"Whole Foods Market, Inc.",273,"Food & Drug Stores","TX",2011,"Austin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005.8,
"Sempra Energy",274,"Utilities: Gas and Electric","CA",2011,"San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9003,
"Automatic Data Processing, Inc.",275,"Diversified Outsourcing Services","NJ",2011,"Roseland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8944.9,
"NRG Energy, Inc.",276,"Energy","NJ",2011,"Princeton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8849,
"Caesars Entertainment Corporation",277,"Hotels, Casinos, Resorts","NV",2011,"Las Vegas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8818.6,
"The Great Atlantic & Pacific Tea Company, Inc.",278,"Food & Drug Stores","NJ",2011,"Montvale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8813.6,
"CenterPoint Energy, Inc.",279,"Utilities: Gas and Electric","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785,
"PPL Corporation",280,"Utilities: Gas and Electric","PA",2011,"Allentown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8638,
"Synnex Corporation",281,"Wholesalers: Electronics and Office Equipment","CA",2011,"Fremont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8617.1,
"BlackRock, Inc.",282,"Securities","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8612,
"DTE Energy Company",283,"Utilities: Gas and Electric","MI",2011,"Detroit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557,
"Reynolds American Inc.",284,"Tobacco","NC",2011,"Winston-Salem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8551,
"Assurant, Inc.",285,"Insurance: Property and Casualty (Stock)","NY",2011,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8527.7,
"Aon Corporation",286,"Diversified Financials","IL",2011,"Chicago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8512,
"Micron Technology, Inc.",287,"Semiconductors and Other Electronic Components","ID",2011,"Boise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8482,
"Stanley Black & Decker",288,"Home Equipment, Furnishings","CT",2011,"New Britain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8409.6,
"Holly Corporation",289,"Petroleum Refining","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8322.9,
"Reinsurance Group of America, Inc.",290,"Insurance: Life, Health (Stock)","MO",2011,"Chesterfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.7,
"Discover Financial Services",291,"Commercial Banks","IL",2011,"Riverwoods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8241.2,
"Energy Future Holdings Corp.",292,"Energy","TX",2011,"Dallas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8235,
"Regions Financial Corporation",293,"Commercial Banks","AL",2011,"Birmingham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8220,
"Kinder Morgan, Inc.",294,"Pipelines","TX",2011,"Houston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8190.6,
"Owens & Minor, Inc.",295,"Wholesalers: Health Care","VA",2011,"Mechanicsville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8123.6,
"Republic Services, Inc.",296,"Waste Management","AZ",2011,"Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106.6,
"Visa Inc.",297,"Financial Data Services","CA",2011,"San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,
"Western Refining, Inc.",298,"Petroleum Refining","TX",2011,"El Paso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7965.1,
